"week";"dose";"ditch";"Simve";"Daplo";"Cerpu";"Alogu";"Aloco";"Alore";"Aloaf";"Copsp";"Ostsp";"Slyla";"Acrha";"Aloex";"Chysp";"Alona";"Plead";"Oxyte";"Grate";"Copdi";"NauLa";"CilHa";"Strvi";"amosp";"Ascmo";"Synsp";"Squro";"Squmu";"Polar";"Kerqu";"Anufi";"Mytve";"Mytvi";"Mytmu";"Lepsp";"Leppa";"Colob";"Colbi";"Colun";"Lecsp";"Lecqu";"Lecco";"Leclu";"Lecfl";"Tripo";"Cepsp";"Monlo";"Monae";"Scalo";"Trilo";"Tripo.1";"Tricy";"Trisp";"Tepat";"Rotne";"Notla";"Filsp";"Lopox";"hydrspec";"bothrosp";"olchaeta";"erpoocto";"glsicomp";"alglhete";"hebdstag";"sphidae";"ansuvote";"armicris";"bathcont";"binitent";"gyraalbu";"hippcomp";"lymnstag";"lymnaes7";"physfont";"plbacorn";"popyanti";"radiovat";"radipere";"valvcris";"valvpisc";"hycarina";"gammpule";"aselaqua";"proameri";"collembo";"caenhora";"caenluct";"caenrobu";"cloedipt";"cloesimi";"aeshniae";"libellae";"conagrae";"corident";"coripanz";"coripunc";"cymabons";"hesplinn";"hespsahl";"notoglau";"notomacu";"notoobli";"notoviri";"pacoconc";"pleaminu";"sigadist";"sigafall";"sigastri";"sigarasp";"colyfusc";"donacis6";"gyrimari";"haliconf";"haliflav";"haligruf";"haliobli";"herubrev";"hya_herm";"hyglpusi";"hyhyovat";"hypoplan";"hyporusp";"hytuinae";"hytuvers";"laphminu";"noteclav";"rhantusp";"sialluta";"ablalong";"ablaphmo";"cltanerv";"malopisp";"mopetenu";"prdiussp";"pstavari";"chironsp";"crchirsp";"crclglat";"ditendsp";"mitegchl";"pachgarc";"pachgvit";"popegnub";"popedisp";"acriluce";"chclpige";"conescut";"cricotsp";"liesspec";"psclbarb";"psclgsli";"psclobvi";"psclplat";"psclpsil";"pscladsp";"cladotsp";"laa_spec";"patanysp";"tatarssp";"zaa_spec";"anopmacu";"cepogoae";"chaoobsc";"cucidae4";"tabanusp";"agdasphr";"athrater";"cyrncren";"holodubi";"holopici";"leceriae";"lilurhom";"monaangu";"mystazur";"mystloni";"oecefurv";"oecelacu";"triabico";"paponysp"
"-4";"0";"11";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;40;47592;50;80;10;20;0;0;10;0;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;10;0;0;0;0;0;10;0;0;0;0;0;0;11;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;97;0;0;408;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;5;0;0;4;0;0;0;0;0;0;1;0;18;0;0;0;0
"-4";"6";"12";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;39121;200;160;40;120;0;0;140;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;9;0;1;1;2;0;38;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;92;0;0;297;10;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0
"-1";"0.1";"1";11;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;900;6798;340;60;40;580;0;0;1300;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;15;0;3;1;5;0;44;0;0;0;0;0;0;0;0;3;0;0;0;0;5;0;0;0;0;475;0;0;526;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;24;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;3;0;0;2;0;0;0;2;1;0;0;0;5;0;0;0;0
"-1";"0";"2";3;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;620;34906;20;80;600;40;0;0;400;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;1;3;20;0;2;0;3;0;179;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;1;0;0;600;0;0;175;0;1;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;8;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;2;0;0;3;0;0;0;4;0;0;3;0;5;0;0;0;0
"-1";"0";"3";8;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;380;100049;1020;80;20;180;0;0;760;0;0;0;0;0;40;0;0;0;0;0;0;20;0;20;0;20;0;0;0;0;20;0;0;0;0;0;0;0;0;0;32;7;1;5;40;0;0;641;0;23;0;0;0;0;0;0;219;0;0;0;21;0;0;0;0;0;364;0;0;179;1;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;2;1;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;3;0;1;1;0;0;2;3;0;0;0;0;0;0;2;0;0;0;0;7;0;1;0;0
"-1";"0.9";"4";5;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;10;320;43020;0;20;20;50;0;0;1040;0;0;0;0;0;0;0;10;0;0;20;0;0;0;0;0;20;10;0;0;0;0;0;0;0;0;0;0;10;0;0;12;6;0;1;1;1;0;161;0;0;0;1;0;0;0;0;6;0;0;0;2;0;0;0;0;0;333;2;0;296;0;0;2;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;6;2;1;0;0;0;0;31;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;8;0;0;0;0;14;0;0;0;0
"-1";"0";"5";11;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;20;1680;14478;6201;0;40;40;0;0;1200;0;0;0;0;0;0;0;0;0;0;0;0;40;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;2;0;3;0;18;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;4;0;0;608;9;0;501;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;13;0;7;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;1;0;0;0;0;0;0;0;0;11;0;0;0;0
"-1";"44";"6";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;420;27239;40;0;20;180;0;0;2880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;11;7;1;5;1;0;23;0;8;2;0;0;0;0;0;0;0;0;0;1;2;1;2;0;0;460;0;0;509;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5;4;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;0;0;1;0;0;0;4;0;1;0;0;6;0;0;0;0
"-1";"6";"7";16;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;20;550;200068;270;20;0;190;0;0;0;0;0;0;0;0;10;0;0;0;0;20;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;1;17;3;0;2;2;0;49;0;1;4;0;0;0;0;0;0;0;0;0;5;0;0;2;0;0;416;0;0;294;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;3;0;0;2;0;0;0;0;0;0;0;0;11;0;0;0;0
"-1";"0.1";"8";3;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;90;6441;40;20;100;360;0;0;0;0;0;0;0;0;10;0;0;0;0;20;0;0;10;80;0;10;0;0;0;0;0;10;0;0;0;0;0;10;0;1;5;0;0;0;4;1;0;10;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;659;0;0;467;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;1;0;7;0;0;0;0
"-1";"44";"9";6;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;300;46185;60;0;600;240;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;1;0;5;0;15;0;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;428;0;0;388;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;3;1;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;3;0;15;0;0;0;0
"-1";"0.9";"10";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1259;12325;20;40;0;40;0;0;2979;0;0;10;0;0;0;0;0;0;10;10;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;1;20;1;1;2;3;0;60;0;5;5;0;0;0;0;0;0;0;0;0;1;0;0;6;0;0;268;0;0;396;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;8;1;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;8;0;0;0;2;0;0;4;0;9;0;0;0;0
"-1";"0";"11";10;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;0;10;560;200068;1740;40;0;70;0;0;10;0;0;0;0;0;10;0;0;0;0;20;0;10;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;0;0;4;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;368;0;1;547;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;8;0;0;3;0;0;0;0;0;0;1;0;20;0;0;0;0
"-1";"6";"12";5;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;30;140;31521;760;80;70;50;0;0;70;0;0;10;0;0;10;0;0;0;0;0;0;0;0;10;0;0;0;0;10;0;0;2;0;0;0;0;0;0;0;1;225;20;0;3;0;14;0;137;0;4;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;849;0;0;283;12;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0
"0.1";"0.1";"1";10;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10;880;27049;680;0;0;10;0;0;380;0;0;10;0;0;0;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;23;7;1;0;6;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;206;0;0;417;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;5;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0
"0.1";"0";"2";4;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;30;390;34146;320;0;0;60;20;0;80;0;0;0;0;10;60;0;0;0;0;0;0;0;0;0;0;40;0;0;0;0;10;0;10;0;0;0;0;0;0;1;78;6;0;3;0;1;0;94;0;0;0;5;0;0;0;2;0;0;0;0;1;1;0;6;0;0;342;6;0;138;1;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;4;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;3;4;0;0;0;0;0;0;2;0;0;4;0;7;0;0;1;0
"0.1";"0";"3";11;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;40;360;72650;1460;40;0;20;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186;7;1;0;1;14;0;58;0;8;0;0;0;0;0;0;207;0;0;0;1;0;0;0;0;0;55;1;0;83;1;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;6;7;1;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;6;0;1;0;0;0;0;0;0;0;0;0;7;0;0;0;0
"0.1";"0.9";"4";5;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;220;35682;20;40;0;0;10;0;20;0;0;0;0;0;0;0;10;0;0;40;0;0;0;0;0;20;0;0;20;0;10;0;0;0;0;0;0;0;0;1;224;18;0;1;1;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;124;4;0;136;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;11;2;0;0;4;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;2;0;0;0;0;0;2;3;0;0;0;0;0;0;9;0;0;0;0;5;0;0;0;0
"0.1";"0";"5";2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;60;1141;60622;8378;40;20;80;20;0;700;0;0;0;0;0;0;0;20;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;4;3;0;11;0;0;14;0;1;0;0;1;0;0;0;0;0;0;0;0;8;0;15;0;0;324;7;0;551;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;1;0;0;0;0;0;0;0;0;14;0;0;0;0
"0.1";"44";"6";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;28837;120;0;0;20;0;40;2701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;53;7;0;3;8;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;1;2;0;3;0;0;11;0;0;13;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"0.1";"6";"7";1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;10;140;30712;500;0;0;420;10;0;0;0;0;0;0;0;0;0;0;20;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;112;5;0;75;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0
